rank,user_id,purchase_intent,predicted_intent,intent_tier,top_category,rec_pool,rec_product_ids,rec_product_names
116,U000287,0.3927,0.348058,高意向,美妆护肤,爆款高转化池,P000532|P000773|P000947|P000971|P001402,珀莱雅美妆护肤商品523|自然堂美妆护肤商品332|珀莱雅美妆护肤商品976|SK-II美妆护肤商品867|珀莱雅美妆护肤商品932
117,U002205,0.3926,0.33379,高意向,手机数码,爆款高转化池,P000808|P001509|P000688|P000498|P001082,华为手机数码商品883|三星手机数码商品747|华为手机数码商品474|三星手机数码商品800|小米手机数码商品672
118,U000491,0.3925,0.253851,高意向,汽车用品,爆款高转化池,P001927|P001490|P000410|P001675|P000547,米其林汽车用品商品720|壳牌汽车用品商品142|固特异汽车用品商品584|3M汽车用品商品220|卡仕达汽车用品商品137
119,U002681,0.3925,0.236594,高意向,汽车用品,爆款高转化池,P001927|P001490|P000410|P001675|P000547,米其林汽车用品商品720|壳牌汽车用品商品142|固特异汽车用品商品584|3M汽车用品商品220|卡仕达汽车用品商品137
120,U004835,0.3925,0.330028,高意向,汽车用品,爆款高转化池,P001927|P001490|P000410|P001675|P000547,米其林汽车用品商品720|壳牌汽车用品商品142|固特异汽车用品商品584|3M汽车用品商品220|卡仕达汽车用品商品137
121,U001091,0.3923,0.240944,高意向,汽车用品,爆款高转化池,P001927|P001490|P000410|P001675|P000547,米其林汽车用品商品720|壳牌汽车用品商品142|固特异汽车用品商品584|3M汽车用品商品220|卡仕达汽车用品商品137
122,U003802,0.3923,0.345696,高意向,宠物用品,爆款高转化池,P000750|P000035|P001710|P000996|P000462,冠能宠物用品商品494|皇家宠物用品商品286|网易严选宠物用品商品732|麦富迪宠物用品商品635|冠能宠物用品商品709
123,U004246,0.3923,0.268499,高意向,服装鞋包,爆款高转化池,P001734|P001740|P001694|P000314|P000970,ZARA服装鞋包商品462|耐克服装鞋包商品217|优衣库服装鞋包商品426|耐克服装鞋包商品620|海澜之家服装鞋包商品195
124,U001647,0.3922,0.352582,高意向,图书音像,爆款高转化池,P001182|P000992|P001207|P001242|P001223,当当图书音像商品607|人民邮电出版社图书音像商品329|京东图书图书音像商品505|人民邮电出版社图书音像商品170|京东图书图书音像商品628
125,U002667,0.3922,0.344384,高意向,食品生鲜,爆款高转化池,P000080|P001955|P000818|P001304|P001988,伊利食品生鲜商品963|百草味食品生鲜商品833|金龙鱼食品生鲜商品198|五粮液食品生鲜商品181|良品铺子食品生鲜商品482
126,U004659,0.3922,0.332956,高意向,服装鞋包,爆款高转化池,P001734|P001740|P001694|P000314|P000970,ZARA服装鞋包商品462|耐克服装鞋包商品217|优衣库服装鞋包商品426|耐克服装鞋包商品620|海澜之家服装鞋包商品195
127,U004735,0.3922,0.284844,高意向,运动户外,爆款高转化池,P001787|P001427|P000783|P000134|P000168,361度运动户外商品484|骆驼运动户外商品702|哥伦比亚运动户外商品762|哥伦比亚运动户外商品544|李宁运动户外商品543
128,U000591,0.3921,0.346173,高意向,图书音像,爆款高转化池,P001182|P000992|P001207|P001242|P001223,当当图书音像商品607|人民邮电出版社图书音像商品329|京东图书图书音像商品505|人民邮电出版社图书音像商品170|京东图书图书音像商品628
129,U003489,0.3921,0.34905,高意向,母婴用品,爆款高转化池,P000923|P001341|P001282|P000310|P000627,贝因美母婴用品商品502|花王母婴用品商品597|花王母婴用品商品885|强生母婴用品商品283|帮宝适母婴用品商品545
130,U001545,0.3918,0.340796,高意向,家用电器,爆款高转化池,P000904|P000206|P000946|P001013|P000285,格力家用电器商品379|美的家用电器商品467|松下家用电器商品394|海尔家用电器商品408|格力家用电器商品762
131,U001853,0.3918,0.335807,高意向,珠宝首饰,爆款高转化池,P000538|P000126|P001784|P000192|P000551,老凤祥珠宝首饰商品443|周生生珠宝首饰商品232|老凤祥珠宝首饰商品799|老凤祥珠宝首饰商品808|老凤祥珠宝首饰商品566
132,U002278,0.3918,0.343272,高意向,礼品鲜花,爆款高转化池,P001016|P000831|P001489|P000018|P001157,野兽派礼品鲜花商品306|Roseonly礼品鲜花商品580|诺誓礼品鲜花商品189|诺誓礼品鲜花商品463|施华洛世奇礼品鲜花商品442
133,U004864,0.3918,0.264738,高意向,服装鞋包,爆款高转化池,P001734|P001740|P001694|P000314|P000970,ZARA服装鞋包商品462|耐克服装鞋包商品217|优衣库服装鞋包商品426|耐克服装鞋包商品620|海澜之家服装鞋包商品195
134,U003647,0.3917,0.264169,高意向,医药保健,爆款高转化池,P000094|P001052|P001079|P000375|P000355,钙尔奇医药保健商品391|钙尔奇医药保健商品186|九芝堂医药保健商品943|东阿阿胶医药保健商品523|云南白药医药保健商品473
135,U001075,0.3915,0.273836,高意向,汽车用品,爆款高转化池,P001927|P001490|P000410|P001675|P000547,米其林汽车用品商品720|壳牌汽车用品商品142|固特异汽车用品商品584|3M汽车用品商品220|卡仕达汽车用品商品137
136,U003664,0.3915,0.339844,高意向,服装鞋包,爆款高转化池,P001734|P001740|P001694|P000314|P000970,ZARA服装鞋包商品462|耐克服装鞋包商品217|优衣库服装鞋包商品426|耐克服装鞋包商品620|海澜之家服装鞋包商品195
137,U002432,0.3913,0.334816,高意向,手机数码,爆款高转化池,P000808|P001509|P000688|P000498|P001082,华为手机数码商品883|三星手机数码商品747|华为手机数码商品474|三星手机数码商品800|小米手机数码商品672
138,U003787,0.3913,0.236157,高意向,汽车用品,爆款高转化池,P001927|P001490|P000410|P001675|P000547,米其林汽车用品商品720|壳牌汽车用品商品142|固特异汽车用品商品584|3M汽车用品商品220|卡仕达汽车用品商品137
139,U004219,0.3913,0.340905,高意向,箱包配饰,爆款高转化池,P000784|P000262|P001766|P000070|P001698,LV箱包配饰商品872|瑞士军威箱包配饰商品369|MK箱包配饰商品997|新秀丽箱包配饰商品905|外交官箱包配饰商品687
140,U004212,0.3912,0.349605,高意向,美妆护肤,爆款高转化池,P000532|P000773|P000947|P000971|P001402,珀莱雅美妆护肤商品523|自然堂美妆护肤商品332|珀莱雅美妆护肤商品976|SK-II美妆护肤商品867|珀莱雅美妆护肤商品932
141,U000182,0.391,0.341889,高意向,运动户外,爆款高转化池,P001787|P001427|P000783|P000134|P000168,361度运动户外商品484|骆驼运动户外商品702|哥伦比亚运动户外商品762|哥伦比亚运动户外商品544|李宁运动户外商品543
142,U003783,0.391,0.335177,高意向,服装鞋包,爆款高转化池,P001734|P001740|P001694|P000314|P000970,ZARA服装鞋包商品462|耐克服装鞋包商品217|优衣库服装鞋包商品426|耐克服装鞋包商品620|海澜之家服装鞋包商品195
143,U003722,0.3909,0.337531,高意向,服装鞋包,爆款高转化池,P001734|P001740|P001694|P000314|P000970,ZARA服装鞋包商品462|耐克服装鞋包商品217|优衣库服装鞋包商品426|耐克服装鞋包商品620|海澜之家服装鞋包商品195
144,U001266,0.3908,0.348288,高意向,美妆护肤,爆款高转化池,P000532|P000773|P000947|P000971|P001402,珀莱雅美妆护肤商品523|自然堂美妆护肤商品332|珀莱雅美妆护肤商品976|SK-II美妆护肤商品867|珀莱雅美妆护肤商品932
145,U002685,0.3908,0.341626,高意向,家居家装,爆款高转化池,P000883|P000221|P001102|P001151|P001129,顾家家居家居家装商品927|曲美家居家装商品318|马可波罗家居家装商品703|宜家家居家装商品838|曲美家居家装商品570
146,U002849,0.3908,0.340346,高意向,医药保健,爆款高转化池,P000094|P001052|P001079|P000375|P000355,钙尔奇医药保健商品391|钙尔奇医药保健商品186|九芝堂医药保健商品943|东阿阿胶医药保健商品523|云南白药医药保健商品473
147,U003884,0.3908,0.337121,高意向,食品生鲜,爆款高转化池,P000080|P001955|P000818|P001304|P001988,伊利食品生鲜商品963|百草味食品生鲜商品833|金龙鱼食品生鲜商品198|五粮液食品生鲜商品181|良品铺子食品生鲜商品482
148,U004227,0.3907,0.323112,高意向,汽车用品,爆款高转化池,P001927|P001490|P000410|P001675|P000547,米其林汽车用品商品720|壳牌汽车用品商品142|固特异汽车用品商品584|3M汽车用品商品220|卡仕达汽车用品商品137
149,U002108,0.3906,0.236066,高意向,家用电器,爆款高转化池,P000904|P000206|P000946|P001013|P000285,格力家用电器商品379|美的家用电器商品467|松下家用电器商品394|海尔家用电器商品408|格力家用电器商品762
150,U002251,0.3906,0.34034,高意向,食品生鲜,爆款高转化池,P000080|P001955|P000818|P001304|P001988,伊利食品生鲜商品963|百草味食品生鲜商品833|金龙鱼食品生鲜商品198|五粮液食品生鲜商品181|良品铺子食品生鲜商品482
151,U004177,0.3906,0.254688,高意向,汽车用品,爆款高转化池,P001927|P001490|P000410|P001675|P000547,米其林汽车用品商品720|壳牌汽车用品商品142|固特异汽车用品商品584|3M汽车用品商品220|卡仕达汽车用品商品137
152,U004512,0.3906,0.342602,高意向,家居家装,爆款高转化池,P000883|P000221|P001102|P001151|P001129,顾家家居家居家装商品927|曲美家居家装商品318|马可波罗家居家装商品703|宜家家居家装商品838|曲美家居家装商品570
153,U001084,0.3905,0.347132,高意向,汽车用品,爆款高转化池,P001927|P001490|P000410|P001675|P000547,米其林汽车用品商品720|壳牌汽车用品商品142|固特异汽车用品商品584|3M汽车用品商品220|卡仕达汽车用品商品137
154,U001126,0.3905,0.33219,高意向,汽车用品,爆款高转化池,P001927|P001490|P000410|P001675|P000547,米其林汽车用品商品720|壳牌汽车用品商品142|固特异汽车用品商品584|3M汽车用品商品220|卡仕达汽车用品商品137
155,U003873,0.3905,0.236853,高意向,宠物用品,爆款高转化池,P000750|P000035|P001710|P000996|P000462,冠能宠物用品商品494|皇家宠物用品商品286|网易严选宠物用品商品732|麦富迪宠物用品商品635|冠能宠物用品商品709
156,U002126,0.3904,0.329253,高意向,医药保健,爆款高转化池,P000094|P001052|P001079|P000375|P000355,钙尔奇医药保健商品391|钙尔奇医药保健商品186|九芝堂医药保健商品943|东阿阿胶医药保健商品523|云南白药医药保健商品473
157,U002288,0.3904,0.238985,高意向,运动户外,爆款高转化池,P001787|P001427|P000783|P000134|P000168,361度运动户外商品484|骆驼运动户外商品702|哥伦比亚运动户外商品762|哥伦比亚运动户外商品544|李宁运动户外商品543
158,U004797,0.3904,0.342472,高意向,图书音像,爆款高转化池,P001182|P000992|P001207|P001242|P001223,当当图书音像商品607|人民邮电出版社图书音像商品329|京东图书图书音像商品505|人民邮电出版社图书音像商品170|京东图书图书音像商品628
159,U000326,0.3903,0.281165,高意向,美妆护肤,爆款高转化池,P000532|P000773|P000947|P000971|P001402,珀莱雅美妆护肤商品523|自然堂美妆护肤商品332|珀莱雅美妆护肤商品976|SK-II美妆护肤商品867|珀莱雅美妆护肤商品932
160,U003007,0.3903,0.262529,高意向,图书音像,爆款高转化池,P001182|P000992|P001207|P001242|P001223,当当图书音像商品607|人民邮电出版社图书音像商品329|京东图书图书音像商品505|人民邮电出版社图书音像商品170|京东图书图书音像商品628
161,U000580,0.3902,0.336327,高意向,运动户外,爆款高转化池,P001787|P001427|P000783|P000134|P000168,361度运动户外商品484|骆驼运动户外商品702|哥伦比亚运动户外商品762|哥伦比亚运动户外商品544|李宁运动户外商品543
162,U000983,0.3902,0.324962,高意向,箱包配饰,爆款高转化池,P000784|P000262|P001766|P000070|P001698,LV箱包配饰商品872|瑞士军威箱包配饰商品369|MK箱包配饰商品997|新秀丽箱包配饰商品905|外交官箱包配饰商品687
163,U001015,0.3902,0.348612,高意向,服装鞋包,爆款高转化池,P001734|P001740|P001694|P000314|P000970,ZARA服装鞋包商品462|耐克服装鞋包商品217|优衣库服装鞋包商品426|耐克服装鞋包商品620|海澜之家服装鞋包商品195
164,U003721,0.3902,0.263467,高意向,食品生鲜,爆款高转化池,P000080|P001955|P000818|P001304|P001988,伊利食品生鲜商品963|百草味食品生鲜商品833|金龙鱼食品生鲜商品198|五粮液食品生鲜商品181|良品铺子食品生鲜商品482
165,U000643,0.39,0.242953,高意向,汽车用品,爆款高转化池,P001927|P001490|P000410|P001675|P000547,米其林汽车用品商品720|壳牌汽车用品商品142|固特异汽车用品商品584|3M汽车用品商品220|卡仕达汽车用品商品137
166,U001640,0.39,0.346592,高意向,运动户外,爆款高转化池,P001787|P001427|P000783|P000134|P000168,361度运动户外商品484|骆驼运动户外商品702|哥伦比亚运动户外商品762|哥伦比亚运动户外商品544|李宁运动户外商品543
167,U003277,0.39,0.231708,高意向,图书音像,爆款高转化池,P001182|P000992|P001207|P001242|P001223,当当图书音像商品607|人民邮电出版社图书音像商品329|京东图书图书音像商品505|人民邮电出版社图书音像商品170|京东图书图书音像商品628
168,U000910,0.3899,0.327837,高意向,汽车用品,爆款高转化池,P001927|P001490|P000410|P001675|P000547,米其林汽车用品商品720|壳牌汽车用品商品142|固特异汽车用品商品584|3M汽车用品商品220|卡仕达汽车用品商品137
169,U001033,0.3899,0.254633,高意向,箱包配饰,爆款高转化池,P000784|P000262|P001766|P000070|P001698,LV箱包配饰商品872|瑞士军威箱包配饰商品369|MK箱包配饰商品997|新秀丽箱包配饰商品905|外交官箱包配饰商品687
170,U002750,0.3899,0.246205,高意向,箱包配饰,爆款高转化池,P000784|P000262|P001766|P000070|P001698,LV箱包配饰商品872|瑞士军威箱包配饰商品369|MK箱包配饰商品997|新秀丽箱包配饰商品905|外交官箱包配饰商品687
171,U002534,0.3898,0.338364,高意向,箱包配饰,爆款高转化池,P000784|P000262|P001766|P000070|P001698,LV箱包配饰商品872|瑞士军威箱包配饰商品369|MK箱包配饰商品997|新秀丽箱包配饰商品905|外交官箱包配饰商品687
172,U002133,0.3897,0.327001,高意向,手机数码,爆款高转化池,P000808|P001509|P000688|P000498|P001082,华为手机数码商品883|三星手机数码商品747|华为手机数码商品474|三星手机数码商品800|小米手机数码商品672
173,U003255,0.3895,0.224847,高意向,母婴用品,爆款高转化池,P000923|P001341|P001282|P000310|P000627,贝因美母婴用品商品502|花王母婴用品商品597|花王母婴用品商品885|强生母婴用品商品283|帮宝适母婴用品商品545
